id,usuario,nombre,apellido,email,password,tema,status,creacion,id,id_alumno,id_aplicacion,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca,sexo,edad,estado_civil
2615,est104_135947676242,Estudiante104,Hibrido104,estudiante104@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,889,2615,3,IINF,86.0,6,5,0,0,1,0,F,21,Soltero
2616,est105_135947677286,Estudiante105,Hibrido105,estudiante105@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,890,2616,3,ICD,94.9,5,4,0,0,0,1,F,20,Soltero
2617,est106_135947679449,Estudiante106,Hibrido106,estudiante106@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,891,2617,3,ICD,71.3,9,7,3,0,1,0,M,28,Soltero
2618,est107_135947680467,Estudiante107,Hibrido107,estudiante107@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,892,2618,3,IINF,94.6,9,5,2,0,0,0,F,18,Soltero
2619,est108_135947681488,Estudiante108,Hibrido108,estudiante108@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,893,2619,3,IGE,83.9,9,7,1,0,0,0,M,21,Soltero
2620,est109_135947682512,Estudiante109,Hibrido109,estudiante109@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,894,2620,3,IGE,92.3,6,5,1,0,0,0,M,21,Soltero
2621,est110_135947685695,Estudiante110,Hibrido110,estudiante110@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,895,2621,3,ISC,76.6,5,7,0,0,1,0,M,28,Casado
2622,est111_135947686713,Estudiante111,Hibrido111,estudiante111@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,896,2622,3,ISC,70.2,3,7,2,0,0,0,M,21,Soltero
2623,est112_135947688236,Estudiante112,Hibrido112,estudiante112@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,897,2623,3,ICD,87.8,9,4,2,0,1,0,M,25,Soltero
2624,est113_135947689273,Estudiante113,Hibrido113,estudiante113@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,898,2624,3,IGE,81.2,1,5,2,0,0,0,M,23,Casado
2625,est114_135947691335,Estudiante114,Hibrido114,estudiante114@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,899,2625,3,IGE,86.9,8,6,1,0,1,0,M,19,Casado
2626,est115_135947692383,Estudiante115,Hibrido115,estudiante115@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,900,2626,3,IGE,81.2,9,4,2,0,1,0,F,27,Soltero
2627,est116_135947693406,Estudiante116,Hibrido116,estudiante116@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,901,2627,3,ICD,70.8,8,8,3,0,0,0,F,19,Soltero
2628,est117_135947694430,Estudiante117,Hibrido117,estudiante117@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,902,2628,3,ICD,75.1,10,5,3,0,0,1,F,19,Soltero
2629,est118_135947696483,Estudiante118,Hibrido118,estudiante118@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,903,2629,3,IINF,73.7,3,4,1,0,0,0,M,23,Soltero
2630,est119_135947697507,Estudiante119,Hibrido119,estudiante119@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,904,2630,3,ISC,70.8,8,8,3,0,0,0,F,28,Soltero
2631,est120_135947699700,Estudiante120,Hibrido120,estudiante120@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,905,2631,3,ISC,78.6,1,4,3,0,1,0,F,28,Soltero
2632,est121_135947701743,Estudiante121,Hibrido121,estudiante121@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,906,2632,3,ISC,70.6,5,6,2,0,1,0,M,24,Soltero
2633,est122_135947703797,Estudiante122,Hibrido122,estudiante122@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,907,2633,3,IINF,72.6,5,6,0,0,0,0,M,27,Soltero
2634,est123_135947704810,Estudiante123,Hibrido123,estudiante123@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,908,2634,3,IINF,87.6,9,5,2,0,1,0,M,20,Soltero
2635,est124_135947707146,Estudiante124,Hibrido124,estudiante124@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,909,2635,3,ISC,72.7,9,8,2,0,0,0,F,18,Soltero
2636,est125_135947708159,Estudiante125,Hibrido125,estudiante125@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,910,2636,3,ISC,70.5,4,7,1,0,1,0,M,21,Soltero
2637,est126_135947709173,Estudiante126,Hibrido126,estudiante126@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,911,2637,3,IINF,72.5,1,8,1,0,0,0,F,23,Soltero
2638,est127_135947710193,Estudiante127,Hibrido127,estudiante127@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,912,2638,3,ICD,92.3,3,8,3,0,1,0,M,22,Soltero
2639,est128_135947711217,Estudiante128,Hibrido128,estudiante128@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,913,2639,3,IINF,94.7,7,8,0,0,1,0,M,19,Casado
2640,est129_135947713263,Estudiante129,Hibrido129,estudiante129@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,914,2640,3,ISC,91.8,10,8,0,0,0,0,F,27,Casado
2641,est130_135947715496,Estudiante130,Hibrido130,estudiante130@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,915,2641,3,IGE,90.2,10,5,0,0,1,1,F,21,Soltero
2642,est131_135947716856,Estudiante131,Hibrido131,estudiante131@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,916,2642,3,ISC,84.1,6,5,1,0,1,0,M,24,Soltero
2643,est132_135947717871,Estudiante132,Hibrido132,estudiante132@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,917,2643,3,ISC,88.7,10,6,3,0,1,0,M,19,Soltero
2644,est133_135947718884,Estudiante133,Hibrido133,estudiante133@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,918,2644,3,IINF,77.9,3,5,0,0,0,1,M,27,Soltero
2645,est134_135947719897,Estudiante134,Hibrido134,estudiante134@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,919,2645,3,IINF,74.5,8,5,3,0,0,0,M,24,Soltero
2646,est135_135947720917,Estudiante135,Hibrido135,estudiante135@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,920,2646,3,IINF,92.3,1,6,1,0,0,1,M,21,Soltero
2647,est136_135947722985,Estudiante136,Hibrido136,estudiante136@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,921,2647,3,IGE,82.6,8,4,0,0,0,0,M,21,Soltero
2648,est137_135947724008,Estudiante137,Hibrido137,estudiante137@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,922,2648,3,IGE,84.8,5,4,0,0,1,0,F,23,Soltero
2649,est138_135947725032,Estudiante138,Hibrido138,estudiante138@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,923,2649,3,IINF,88.2,10,8,2,0,0,0,F,24,Soltero
2650,est139_135947726039,Estudiante139,Hibrido139,estudiante139@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,924,2650,3,IGE,73.4,10,8,2,0,0,0,F,22,Soltero
2651,est140_135947727108,Estudiante140,Hibrido140,estudiante140@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,925,2651,3,ICD,79.2,4,7,2,0,0,1,F,20,Soltero
2652,est141_135947728131,Estudiante141,Hibrido141,estudiante141@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,926,2652,3,IGE,79.7,9,6,2,0,0,0,M,22,Soltero
2653,est142_135947730545,Estudiante142,Hibrido142,estudiante142@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,927,2653,3,ISC,87.6,4,6,1,0,0,1,F,20,Soltero
2654,est143_135947731569,Estudiante143,Hibrido143,estudiante143@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,928,2654,3,ICD,92.3,7,5,3,0,0,0,M,27,Soltero
2655,est144_135947733607,Estudiante144,Hibrido144,estudiante144@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,929,2655,3,ISC,71.2,10,6,3,0,0,0,M,27,Casado
2656,est145_135947734628,Estudiante145,Hibrido145,estudiante145@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,930,2656,3,IGE,85.0,10,6,0,0,0,1,F,25,Soltero
2657,est146_135947735659,Estudiante146,Hibrido146,estudiante146@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,931,2657,3,IGE,90.6,9,4,2,0,0,0,F,25,Soltero
2658,est147_135947736683,Estudiante147,Hibrido147,estudiante147@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,932,2658,3,ICD,75.1,4,4,2,0,1,0,F,26,Casado
2659,est148_135947737727,Estudiante148,Hibrido148,estudiante148@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,933,2659,3,IINF,94.0,1,6,2,0,0,0,M,19,Casado
2660,est149_135947738751,Estudiante149,Hibrido149,estudiante149@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,934,2660,3,IINF,70.3,1,4,0,0,0,0,M,26,Casado
2661,est150_135947740797,Estudiante150,Hibrido150,estudiante150@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,935,2661,3,IGE,94.2,10,7,0,0,1,0,F,26,Soltero
2662,est151_135947741820,Estudiante151,Hibrido151,estudiante151@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,936,2662,3,IGE,83.7,3,5,3,0,1,0,M,21,Casado
2663,est152_135947742830,Estudiante152,Hibrido152,estudiante152@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,937,2663,3,IINF,84.0,2,4,3,0,1,1,M,28,Soltero
2664,est153_135947743851,Estudiante153,Hibrido153,estudiante153@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,938,2664,3,IINF,80.8,2,5,1,0,0,0,M,24,Soltero
2665,est154_135947745960,Estudiante154,Hibrido154,estudiante154@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,939,2665,3,IGE,92.6,1,4,0,0,0,0,F,21,Soltero
2666,est155_135947746977,Estudiante155,Hibrido155,estudiante155@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,940,2666,3,IGE,71.4,7,6,1,0,0,0,M,25,Casado
2667,est156_135947747997,Estudiante156,Hibrido156,estudiante156@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,941,2667,3,IGE,90.3,3,4,3,0,0,0,F,18,Soltero
2668,est157_135947750144,Estudiante157,Hibrido157,estudiante157@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,942,2668,3,ISC,71.3,4,8,0,0,0,0,F,22,Soltero
2669,est158_135947752270,Estudiante158,Hibrido158,estudiante158@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,943,2669,3,IGE,87.9,4,5,3,0,1,1,F,28,Soltero
2670,est159_135947754305,Estudiante159,Hibrido159,estudiante159@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,944,2670,3,ISC,92.4,4,5,2,0,0,0,M,21,Casado
2671,est160_135947755328,Estudiante160,Hibrido160,estudiante160@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,945,2671,3,ISC,79.0,3,8,1,0,0,1,M,24,Soltero
2672,est161_135947756351,Estudiante161,Hibrido161,estudiante161@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,946,2672,3,IINF,92.6,10,4,3,0,1,0,F,20,Soltero
2673,est162_135947757374,Estudiante162,Hibrido162,estudiante162@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,947,2673,3,IINF,94.2,8,8,0,0,1,0,M,26,Soltero
2674,est163_135947758398,Estudiante163,Hibrido163,estudiante163@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,948,2674,3,ICD,79.8,4,7,2,0,0,0,M,27,Soltero
2675,est164_135947759421,Estudiante164,Hibrido164,estudiante164@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,949,2675,3,ISC,74.7,2,8,1,0,0,1,M,22,Casado
2676,est165_135947761880,Estudiante165,Hibrido165,estudiante165@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,950,2676,3,IGE,79.6,1,6,1,0,0,1,F,22,Soltero
2677,est166_135947763920,Estudiante166,Hibrido166,estudiante166@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,951,2677,3,ISC,77.6,5,8,0,0,1,0,F,18,Soltero
2678,est167_135947764944,Estudiante167,Hibrido167,estudiante167@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,952,2678,3,IINF,82.5,2,7,1,0,0,0,M,18,Soltero
2679,est168_135947768036,Estudiante168,Hibrido168,estudiante168@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,953,2679,3,ICD,71.6,6,5,1,0,0,0,F,26,Soltero
2680,est169_135947769060,Estudiante169,Hibrido169,estudiante169@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,954,2680,3,ICD,78.5,9,8,2,0,0,0,M,19,Soltero
2681,est170_135947771098,Estudiante170,Hibrido170,estudiante170@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,955,2681,3,ISC,79.4,9,5,3,0,0,0,F,21,Soltero
2682,est171_135947772117,Estudiante171,Hibrido171,estudiante171@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,956,2682,3,ISC,77.9,8,4,3,0,0,1,M,22,Soltero
2683,est172_135947773140,Estudiante172,Hibrido172,estudiante172@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,957,2683,3,IINF,80.6,3,6,1,0,0,0,F,21,Casado
2684,est173_135947776203,Estudiante173,Hibrido173,estudiante173@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,958,2684,3,ICD,80.3,10,7,1,0,1,0,F,18,Soltero
2685,est174_135947777402,Estudiante174,Hibrido174,estudiante174@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,959,2685,3,ICD,89.0,8,4,2,0,0,0,M,23,Soltero
2686,est175_135947779445,Estudiante175,Hibrido175,estudiante175@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,960,2686,3,ISC,71.0,2,4,2,0,0,1,F,18,Soltero
2687,est176_135947780467,Estudiante176,Hibrido176,estudiante176@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,961,2687,3,IINF,94.6,8,7,3,0,0,1,F,23,Soltero
2688,est177_135947781493,Estudiante177,Hibrido177,estudiante177@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,962,2688,3,ISC,91.1,8,5,0,0,1,0,F,20,Soltero
2689,est178_135947783551,Estudiante178,Hibrido178,estudiante178@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,963,2689,3,IINF,89.6,5,7,1,0,0,1,M,20,Soltero
2690,est179_135947784657,Estudiante179,Hibrido179,estudiante179@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,964,2690,3,IGE,83.0,6,7,3,0,0,1,M,25,Soltero
2691,est180_135947786717,Estudiante180,Hibrido180,estudiante180@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,965,2691,3,ICD,91.7,8,5,1,0,0,1,F,20,Soltero
2692,est181_135947786717,Estudiante181,Hibrido181,estudiante181@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,966,2692,3,ICD,82.7,5,7,0,0,1,0,M,28,Soltero
2693,est182_135947789273,Estudiante182,Hibrido182,estudiante182@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,967,2693,3,ICD,74.2,1,7,1,0,1,0,F,19,Soltero
2694,est183_135947790300,Estudiante183,Hibrido183,estudiante183@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,968,2694,3,ISC,80.4,7,8,1,0,1,0,M,19,Casado
2695,est184_135947791325,Estudiante184,Hibrido184,estudiante184@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,969,2695,3,ISC,78.3,7,5,3,0,1,1,M,20,Soltero
2696,est185_135947793587,Estudiante185,Hibrido185,estudiante185@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,970,2696,3,ICD,85.8,5,4,0,0,1,0,F,28,Soltero
2697,est186_135947794608,Estudiante186,Hibrido186,estudiante186@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,971,2697,3,ICD,72.9,3,4,2,0,0,0,M,28,Casado
2698,est187_135947795634,Estudiante187,Hibrido187,estudiante187@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,972,2698,3,ISC,84.1,2,8,1,0,0,0,M,27,Soltero
2699,est188_135947796659,Estudiante188,Hibrido188,estudiante188@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,973,2699,3,IGE,89.2,1,6,3,0,0,0,F,25,Soltero
2700,est189_135947798731,Estudiante189,Hibrido189,estudiante189@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,974,2700,3,IINF,70.5,4,4,0,0,0,0,M,18,Soltero
2701,est190_135947799758,Estudiante190,Hibrido190,estudiante190@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,975,2701,3,ICD,85.2,7,8,0,0,0,0,M,20,Soltero
2702,est191_135947800775,Estudiante191,Hibrido191,estudiante191@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,976,2702,3,ICD,93.7,4,5,0,0,1,0,F,25,Soltero
2703,est192_135947802939,Estudiante192,Hibrido192,estudiante192@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,977,2703,3,IINF,72.3,2,7,0,0,0,0,F,23,Casado
2704,est193_135947803957,Estudiante193,Hibrido193,estudiante193@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,978,2704,3,IINF,91.5,7,7,1,0,0,0,M,27,Soltero
2705,est194_135947804979,Estudiante194,Hibrido194,estudiante194@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,979,2705,3,ICD,77.4,8,4,3,0,0,0,F,28,Casado
2706,est195_135947807029,Estudiante195,Hibrido195,estudiante195@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,980,2706,3,IGE,73.7,4,5,3,0,0,0,M,18,Soltero
2707,est196_135947808170,Estudiante196,Hibrido196,estudiante196@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,981,2707,3,ICD,94.6,5,5,2,0,0,0,F,28,Soltero
2708,est197_135947810263,Estudiante197,Hibrido197,estudiante197@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,982,2708,3,IGE,84.3,8,7,2,0,0,1,F,25,Soltero
2709,est198_135947811287,Estudiante198,Hibrido198,estudiante198@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,983,2709,3,IGE,73.2,8,6,1,0,0,1,M,28,Soltero
2710,est199_135947812327,Estudiante199,Hibrido199,estudiante199@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,984,2710,3,IINF,78.1,4,6,2,0,0,0,M,28,Casado
2711,est200_135947814454,Estudiante200,Hibrido200,estudiante200@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,985,2711,3,ICD,78.3,9,8,3,0,0,0,F,27,Soltero
2712,est201_135947815468,Estudiante201,Hibrido201,estudiante201@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,986,2712,3,ISC,89.1,2,7,1,0,0,0,F,19,Soltero
2713,est202_135947817508,Estudiante202,Hibrido202,estudiante202@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,987,2713,3,IGE,93.2,7,4,2,0,1,0,M,26,Soltero
2714,est203_135947818533,Estudiante203,Hibrido203,estudiante203@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,988,2714,3,ISC,86.5,3,7,3,0,1,0,F,28,Soltero
2715,est204_135947820808,Estudiante204,Hibrido204,estudiante204@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,989,2715,3,ICD,74.4,3,8,2,0,0,0,M,28,Soltero
2716,est205_135947821824,Estudiante205,Hibrido205,estudiante205@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,990,2716,3,ICD,81.5,10,7,0,0,0,0,M,21,Soltero
2717,est206_135947824040,Estudiante206,Hibrido206,estudiante206@hibrido.anxitech.com,$2y$10$abcdefghijklmnopqrstuvwxyz1234567890ABCDEFGH,light,1,2026-02-03 13:59:47,991,2717,3,IINF,89.0,9,4,0,0,0,0,F,23,Soltero
