carrera,promedio_anterior,semestre,materias,transporte,trabajo,beca,sexo,edad,estado_civil,carrera_cod,sexo_cod,estado_civil_cod,suma_ansiedad,nivel_ansiedad
ISC,75.6,8,6,2,1,1,M,24,Soltero,3,0,1,9,Alto
IGE,82.8,6,4,2,0,1,F,28,Soltero,1,1,1,1,Bajo
ISC,75.4,8,6,3,1,0,M,20,Soltero,3,0,1,3,Bajo
IINF,88.8,3,5,0,0,0,F,19,Soltero,2,1,1,0,Bajo
ISC,82.9,3,8,0,0,0,M,28,Soltero,3,0,1,2,Bajo
ICD,74.9,8,7,0,0,1,F,20,Soltero,0,1,1,0,Bajo
ISC,79.4,9,5,2,1,0,F,18,Soltero,3,1,1,5,Bajo
ISC,74.1,7,6,3,0,0,F,23,Soltero,3,1,1,1,Bajo
ISC,89.9,1,5,1,0,0,M,20,Casado,3,0,0,5,Bajo
ICD,85.0,9,4,2,0,0,M,25,Soltero,0,0,1,3,Bajo
ICD,90.6,3,5,3,0,0,M,21,Soltero,0,0,1,0,Bajo
ICD,87.7,8,6,0,1,0,M,19,Soltero,0,0,1,0,Bajo
ICD,71.7,7,7,1,0,0,F,24,Soltero,0,1,1,8,Alto
ICD,90.0,5,5,0,0,0,M,27,Casado,0,0,0,1,Bajo
ISC,89.5,5,8,3,0,1,F,28,Soltero,3,1,1,2,Bajo
ISC,81.6,9,6,3,0,0,M,23,Soltero,3,0,1,1,Bajo
IGE,75.1,4,5,3,1,0,M,21,Casado,1,0,0,4,Bajo
ICD,84.1,1,6,3,1,0,M,28,Casado,0,0,0,1,Bajo
IINF,78.2,10,6,1,0,0,M,18,Soltero,2,0,1,2,Bajo
ICD,93.7,8,4,0,0,0,M,26,Soltero,0,0,1,0,Bajo
ISC,85.6,7,8,1,1,0,F,27,Soltero,3,1,1,3,Bajo
IGE,80.5,5,5,3,0,1,M,19,Soltero,1,0,1,0,Bajo
ISC,85.8,2,8,0,0,0,M,27,Soltero,3,0,1,0,Bajo
ISC,84.6,1,5,1,0,0,M,22,Soltero,3,0,1,0,Bajo
ICD,83.9,4,4,0,0,0,F,25,Soltero,0,1,1,8,Alto
ISC,85.2,3,7,0,0,0,M,25,Soltero,3,0,1,0,Bajo
ICD,73.3,6,8,3,0,1,F,25,Soltero,0,1,1,3,Bajo
ISC,86.1,10,6,3,0,0,M,27,Casado,3,0,0,1,Bajo
ISC,79.8,9,4,0,0,0,M,20,Soltero,3,0,1,0,Bajo
IGE,83.5,4,8,0,0,0,F,19,Soltero,1,1,1,6,Medio
ICD,72.4,8,8,3,0,0,F,24,Soltero,0,1,1,10,Alto
IINF,90.8,2,6,0,1,0,M,27,Soltero,2,0,1,0,Bajo
ISC,83.0,9,8,0,0,0,M,21,Soltero,3,0,1,7,Medio
ISC,80.2,10,6,2,1,0,M,22,Soltero,3,0,1,8,Alto
ISC,70.2,6,8,3,0,0,M,20,Soltero,3,0,1,5,Bajo
ICD,86.6,4,6,2,0,0,M,26,Soltero,0,0,1,10,Alto
ISC,70.3,2,4,0,1,0,F,23,Soltero,3,1,1,1,Bajo
ISC,76.6,8,8,0,0,0,M,25,Casado,3,0,0,9,Alto
IINF,83.2,6,5,3,1,0,M,19,Soltero,2,0,1,1,Bajo
ICD,94.1,4,6,0,0,0,F,28,Soltero,0,1,1,0,Bajo
IGE,82.5,1,6,2,0,1,M,18,Casado,1,0,0,5,Bajo
IGE,70.6,4,7,3,0,0,M,19,Soltero,1,0,1,0,Bajo
IGE,71.7,8,7,2,0,0,F,26,Soltero,1,1,1,1,Bajo
IGE,85.3,4,7,2,0,0,M,27,Soltero,1,0,1,2,Bajo
IGE,80.0,4,6,3,0,0,F,23,Soltero,1,1,1,1,Bajo
IINF,84.6,9,5,3,1,0,M,18,Soltero,2,0,1,0,Bajo
IINF,76.3,2,7,1,0,0,M,19,Casado,2,0,0,3,Bajo
IINF,73.9,6,7,0,0,0,F,26,Soltero,2,1,1,1,Bajo
IINF,83.8,7,8,2,0,0,M,21,Casado,2,0,0,3,Bajo
IINF,81.4,7,7,3,1,0,M,24,Casado,2,0,0,1,Bajo
ICD,87.3,6,7,3,0,0,F,25,Soltero,0,1,1,0,Bajo
IGE,87.3,2,7,0,1,0,M,25,Soltero,1,0,1,0,Bajo
ISC,84.0,8,8,1,0,0,F,26,Soltero,3,1,1,5,Bajo
IINF,76.3,5,5,1,0,1,F,28,Soltero,2,1,1,10,Alto
ISC,86.4,2,4,2,0,0,M,20,Soltero,3,0,1,9,Alto
IINF,93.5,4,7,1,0,0,F,18,Soltero,2,1,1,6,Medio
IGE,72.4,1,8,0,1,0,M,25,Casado,1,0,0,1,Bajo
IGE,91.8,2,8,1,1,1,F,24,Soltero,1,1,1,1,Bajo
IGE,85.7,4,8,3,0,0,F,20,Soltero,1,1,1,4,Bajo
IINF,89.9,3,7,1,0,1,M,19,Soltero,2,0,1,6,Medio
IINF,87.7,7,4,3,1,1,F,22,Soltero,2,1,1,5,Bajo
ISC,82.2,4,7,2,1,0,M,20,Soltero,3,0,1,9,Alto
ICD,83.1,4,8,0,0,0,M,28,Soltero,0,0,1,4,Bajo
ICD,86.2,8,6,2,1,0,M,21,Soltero,0,0,1,7,Medio
IGE,73.5,2,6,1,1,0,M,28,Soltero,1,0,1,4,Bajo
ICD,94.1,3,5,3,0,0,M,26,Soltero,0,0,1,2,Bajo
ISC,92.0,9,7,1,0,1,F,24,Soltero,3,1,1,7,Medio
ISC,94.0,1,7,0,1,1,F,20,Soltero,3,1,1,3,Bajo
ISC,73.3,6,6,0,0,0,M,20,Soltero,3,0,1,1,Bajo
IGE,82.0,8,4,1,0,1,M,24,Soltero,1,0,1,1,Bajo
IINF,85.3,9,5,1,0,0,F,28,Casado,2,1,0,7,Medio
ICD,74.2,8,6,0,1,0,F,28,Soltero,0,1,1,9,Alto
ICD,71.3,6,8,3,0,0,M,19,Soltero,0,0,1,1,Bajo
ICD,70.4,10,8,3,0,0,M,20,Soltero,0,0,1,4,Bajo
ISC,82.0,1,5,1,0,0,F,26,Casado,3,1,0,4,Bajo
ISC,83.9,10,4,1,0,0,M,18,Soltero,3,0,1,0,Bajo
IINF,81.2,5,5,3,0,1,M,22,Soltero,2,0,1,1,Bajo
ISC,84.4,6,4,0,1,0,M,19,Casado,3,0,0,0,Bajo
ISC,92.2,10,7,3,0,0,F,18,Soltero,3,1,1,10,Alto
ICD,88.1,5,7,0,1,0,M,25,Soltero,0,0,1,3,Bajo
ISC,93.8,6,8,0,0,0,M,25,Soltero,3,0,1,1,Bajo
IINF,76.6,6,8,0,0,1,F,28,Soltero,2,1,1,0,Bajo
IINF,93.9,8,4,2,0,0,M,25,Soltero,2,0,1,0,Bajo
IINF,72.2,3,7,2,0,0,F,18,Soltero,2,1,1,3,Bajo
IGE,73.3,4,5,1,1,0,F,22,Soltero,1,1,1,3,Bajo
IINF,93.1,8,4,1,0,1,F,21,Soltero,2,1,1,3,Bajo
ICD,80.5,6,8,0,0,1,F,28,Soltero,0,1,1,3,Bajo
IINF,92.3,4,4,0,1,0,M,19,Soltero,2,0,1,2,Bajo
ISC,73.3,10,6,0,0,1,F,26,Soltero,3,1,1,2,Bajo
ISC,76.8,7,5,0,0,0,M,23,Soltero,3,0,1,3,Bajo
IINF,87.0,9,5,3,1,0,F,23,Soltero,2,1,1,0,Bajo
IGE,93.0,7,7,0,1,1,M,28,Soltero,1,0,1,2,Bajo
ICD,94.8,3,6,3,0,0,F,23,Soltero,0,1,1,0,Bajo
IGE,77.9,1,6,2,0,1,M,18,Soltero,1,0,1,3,Bajo
ISC,83.0,7,8,2,0,0,F,23,Soltero,3,1,1,3,Bajo
ISC,78.2,10,7,3,0,0,F,23,Soltero,3,1,1,0,Bajo
ICD,90.9,2,8,1,0,0,M,18,Soltero,0,0,1,6,Medio
IINF,91.2,10,7,2,0,0,F,25,Soltero,2,1,1,5,Bajo
IINF,79.2,3,4,1,0,0,M,25,Soltero,2,0,1,7,Medio
IGE,93.5,4,8,1,0,0,M,26,Soltero,1,0,1,10,Alto
IGE,87.5,6,5,3,1,1,M,22,Soltero,1,0,1,0,Bajo
ICD,70.7,10,8,3,0,1,M,22,Casado,0,0,0,10,Alto
IINF,83.9,8,5,3,1,0,M,21,Soltero,2,0,1,4,Bajo
IGE,94.4,4,7,2,0,0,M,23,Soltero,1,0,1,3,Bajo
ISC,90.0,8,4,2,0,1,F,28,Soltero,3,1,1,2,Bajo
ISC,88.0,7,6,2,0,0,M,26,Casado,3,0,0,0,Bajo
IGE,77.1,7,6,0,1,0,M,23,Casado,1,0,0,5,Bajo
IINF,78.4,8,7,2,0,0,M,25,Soltero,2,0,1,3,Bajo
IGE,81.9,2,4,2,0,0,F,28,Soltero,1,1,1,0,Bajo
IGE,83.7,5,6,1,0,0,M,26,Soltero,1,0,1,1,Bajo
ICD,79.4,1,5,3,0,0,M,26,Soltero,0,0,1,4,Bajo
IGE,89.9,3,6,3,0,0,F,21,Soltero,1,1,1,0,Bajo
ICD,74.0,2,5,1,0,0,F,20,Soltero,0,1,1,7,Medio
IINF,85.0,6,8,0,1,0,F,18,Soltero,2,1,1,3,Bajo
IGE,83.8,4,5,3,0,0,M,28,Casado,1,0,0,4,Bajo
ISC,76.2,10,6,2,0,0,M,23,Soltero,3,0,1,0,Bajo
ISC,85.0,6,5,0,0,1,F,28,Soltero,3,1,1,1,Bajo
IGE,93.1,8,4,2,0,0,F,26,Soltero,1,1,1,0,Bajo
ISC,90.9,4,4,2,1,0,F,22,Soltero,3,1,1,6,Medio
IINF,78.8,5,7,0,1,1,F,25,Casado,2,1,0,1,Bajo
IGE,83.1,1,7,3,1,0,M,27,Soltero,1,0,1,0,Bajo
ICD,85.2,6,7,1,0,0,M,23,Soltero,0,0,1,1,Bajo
IGE,70.3,6,4,3,0,0,M,28,Soltero,1,0,1,1,Bajo
ISC,82.7,3,6,0,0,1,M,26,Soltero,3,0,1,8,Alto
ICD,93.7,6,8,2,0,0,M,19,Soltero,0,0,1,7,Medio
IINF,77.8,10,8,3,1,0,M,28,Soltero,2,0,1,4,Bajo
ISC,81.0,9,5,2,0,0,F,24,Soltero,3,1,1,0,Bajo
IINF,92.1,2,5,0,0,0,F,23,Soltero,2,1,1,4,Bajo
IINF,77.4,6,6,1,0,1,F,27,Soltero,2,1,1,6,Medio
IGE,94.3,8,4,0,1,0,F,25,Soltero,1,1,1,3,Bajo
IINF,77.4,2,4,2,0,0,F,23,Soltero,2,1,1,6,Medio
IGE,92.6,7,7,3,0,0,M,25,Soltero,1,0,1,6,Medio
IGE,90.4,3,8,3,0,0,F,28,Casado,1,1,0,3,Bajo
ICD,85.7,4,7,0,0,0,F,19,Casado,0,1,0,4,Bajo
IINF,87.3,5,6,3,0,0,M,18,Soltero,2,0,1,1,Bajo
IINF,80.4,5,7,1,1,0,M,25,Soltero,2,0,1,2,Bajo
ISC,86.1,1,6,3,1,0,M,28,Soltero,3,0,1,1,Bajo
IINF,87.0,7,8,3,0,0,M,21,Casado,2,0,0,3,Bajo
ICD,84.7,9,8,0,0,0,M,25,Soltero,0,0,1,7,Medio
ICD,82.7,10,8,2,0,0,M,19,Soltero,0,0,1,10,Alto
IGE,91.4,10,4,3,0,0,F,18,Soltero,1,1,1,1,Bajo
ICD,82.3,4,8,3,0,0,F,25,Soltero,0,1,1,2,Bajo
IINF,91.4,3,5,0,0,0,F,21,Soltero,2,1,1,0,Bajo
IGE,94.6,1,8,1,0,0,M,20,Soltero,1,0,1,0,Bajo
IGE,94.9,9,7,0,0,0,M,21,Soltero,1,0,1,0,Bajo
ICD,88.3,2,8,0,0,1,F,27,Soltero,0,1,1,2,Bajo
ICD,74.1,3,7,3,1,1,M,21,Soltero,0,0,1,2,Bajo
IINF,91.1,2,7,1,1,0,M,24,Soltero,2,0,1,6,Medio
ISC,78.8,3,5,2,0,1,F,23,Soltero,3,1,1,1,Bajo
ISC,78.5,10,6,0,0,0,M,27,Soltero,3,0,1,0,Bajo
ICD,88.7,8,5,3,1,0,F,19,Soltero,0,1,1,3,Bajo
